mean,stdev,delta,lower,higher
2.8734191769546,0.0950459972015,0.0093699648280,0.0000000000000,1.0000000000000
counts,midpoints,proportions,densities,cumulatives
1.0000000000000,2.5225171737178,0.0002040399918,0.0217759613385,0.0002040399918
0.0000000000000,2.5318871385458,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,2.5412571033738,0.0000000000000,0.0000000000000,0.0002040399918
1.0000000000000,2.5506270682018,0.0002040399918,0.0217759613385,0.0004080799837
1.0000000000000,2.5599970330298,0.0002040399918,0.0217759613385,0.0006121199755
1.0000000000000,2.5693669978579,0.0002040399918,0.0217759613385,0.0008161599674
1.0000000000000,2.5787369626859,0.0002040399918,0.0217759613385,0.0010201999592
0.0000000000000,2.5881069275139,0.0000000000000,0.0000000000000,0.0010201999592
1.0000000000000,2.5974768923419,0.0002040399918,0.0217759613385,0.0012242399510
4.0000000000000,2.6068468571699,0.0008161599674,0.0871038453542,0.0020403999184
6.0000000000000,2.6162168219979,0.0012242399510,0.1306557680313,0.0032646398694
6.0000000000000,2.6255867868260,0.0012242399510,0.1306557680313,0.0044888798204
12.0000000000000,2.6349567516540,0.0024484799021,0.2613115360626,0.0069373597225
11.0000000000000,2.6443267164820,0.0022444399102,0.2395355747240,0.0091817996327
9.0000000000000,2.6536966813100,0.0018363599265,0.1959836520469,0.0110181595593
18.0000000000000,2.6630666461380,0.0036727198531,0.3919673040938,0.0146908794124
21.0000000000000,2.6724366109660,0.0042848398286,0.4572951881095,0.0189757192410
19.0000000000000,2.6818065757940,0.0038767598449,0.4137432654324,0.0228524790859
28.0000000000000,2.6911765406221,0.0057131197715,0.6097269174793,0.0285655988574
33.0000000000000,2.7005465054501,0.0067333197307,0.7186067241720,0.0352989185880
40.0000000000000,2.7099164702781,0.0081615996735,0.8710384535419,0.0434605182616
51.0000000000000,2.7192864351061,0.0104060395838,1.1105740282659,0.0538665578453
63.0000000000000,2.7286563999341,0.0128545194858,1.3718855643284,0.0667210773312
70.0000000000000,2.7380263647621,0.0142827994287,1.5243172936982,0.0810038767598
89.0000000000000,2.7473963295902,0.0181595592736,1.9380605591306,0.0991634360335
103.0000000000000,2.7567662944182,0.0210161191594,2.2429240178703,0.1201795551928
