mean,stdev,delta,lower,higher
3.5999960319207,0.0545781554623,0.0055113901561,0.0000000000000,1.0000000000000
counts,midpoints,proportions,densities,cumulatives
1.0000000000000,3.4039740964172,0.0002040399918,0.0370215110999,0.0002040399918
0.0000000000000,3.4094854865732,0.0000000000000,0.0000000000000,0.0002040399918
1.0000000000000,3.4149968767293,0.0002040399918,0.0370215110999,0.0004080799837
1.0000000000000,3.4205082668853,0.0002040399918,0.0370215110999,0.0006121199755
0.0000000000000,3.4260196570414,0.0000000000000,0.0000000000000,0.0006121199755
0.0000000000000,3.4315310471975,0.0000000000000,0.0000000000000,0.0006121199755
2.0000000000000,3.4370424373535,0.0004080799837,0.0740430221998,0.0010201999592
2.0000000000000,3.4425538275096,0.0004080799837,0.0740430221998,0.0014282799429
5.0000000000000,3.4480652176656,0.0010201999592,0.1851075554995,0.0024484799021
6.0000000000000,3.4535766078217,0.0012242399510,0.2221290665994,0.0036727198531
3.0000000000000,3.4590879979777,0.0006121199755,0.1110645332997,0.0042848398286
2.0000000000000,3.4645993881338,0.0004080799837,0.0740430221998,0.0046929198123
17.0000000000000,3.4701107782899,0.0034686798613,0.6293656886983,0.0081615996735
10.0000000000000,3.4756221684459,0.0020403999184,0.3702151109990,0.0102019995919
20.0000000000000,3.4811335586020,0.0040807998368,0.7404302219980,0.0142827994287
17.0000000000000,3.4866449487580,0.0034686798613,0.6293656886983,0.0177514792899
24.0000000000000,3.4921563389141,0.0048969598041,0.8885162663976,0.0226484390941
33.0000000000000,3.4976677290702,0.0067333197307,1.2217098662967,0.0293817588247
46.0000000000000,3.5031791192262,0.0093858396246,1.7029895105955,0.0387675984493
51.0000000000000,3.5086905093823,0.0104060395838,1.8880970660950,0.0491736380331
54.0000000000000,3.5142018995383,0.0110181595593,1.9991615993947,0.0601917975923
59.0000000000000,3.5197132896944,0.0120383595185,2.1842691548942,0.0722301571108
79.0000000000000,3.5252246798504,0.0161191593552,2.9246993768922,0.0883493164660
88.0000000000000,3.5307360700065,0.0179555192818,3.2578929767913,0.1063048357478
105.0000000000000,3.5362474601626,0.0214241991430,3.8872586654896,0.1277290348908
107.0000000000000,3.5417588503186,0.0218322791267,3.9613016876894,0.1495613140175
149.0000000000000,3.5472702404747,0.0304019587839,5.5162051538853,0.1799632728015
129.0000000000000,3.5527816306307,0.0263211589472,4.7757749318873,0.2062844317486
150.0000000000000,3.5582930207868,0.0306059987758,5.5532266649852,0.2368904305244
169.0000000000000,3.5638044109429,0.0344827586207,6.2566353758833,0.2713731891451
173.0000000000000,3.5693158010989,0.0352989185880,6.4047214202829,0.3066721077331
168.0000000000000,3.5748271912550,0.0342787186289,6.2196138647834,0.3409508263620
183.0000000000000,3.5803385814110,0.0373393185064,6.7749365312819,0.3782901448684
169.0000000000000,3.5858499715671,0.0344827586207,6.2566353758833,0.4127729034891
197.0000000000000,3.5913613617231,0.0401958783922,7.2932376866806,0.4529687818812
203.0000000000000,3.5968727518792,0.0414201183432,7.5153667532800,0.4943889002244
213.0000000000000,3.6023841420353,0.0434605182616,7.8855818642790,0.5378494184860
187.0000000000000,3.6078955321913,0.0381554784738,6.9230225756815,0.5760048969598
186.0000000000000,3.6134069223474,0.0379514384819,6.8860010645816,0.6139563354417
203.0000000000000,3.6189183125034,0.0414201183432,7.5153667532800,0.6553764537849
179.0000000000000,3.6244297026595,0.0365231585391,6.6268504868823,0.6918996123240
176.0000000000000,3.6299410928156,0.0359110385636,6.5157859535826,0.7278106508876
145.0000000000000,3.6354524829716,0.0295857988166,5.3681191094857,0.7573964497041
144.0000000000000,3.6409638731277,0.0293817588247,5.3310975983858,0.7867782085289
131.0000000000000,3.6464752632837,0.0267292389308,4.8498179540871,0.8135074474597
125.0000000000000,3.6519866534398,0.0255049989798,4.6276888874877,0.8390124464395
121.0000000000000,3.6574980435958,0.0246888390124,4.4796028430881,0.8637012854519
97.0000000000000,3.6630094337519,0.0197918792083,3.5910865766904,0.8834931646603
96.0000000000000,3.6685208239080,0.0195878392165,3.5540650655905,0.9030810038768
73.0000000000000,3.6740322140640,0.0148949194042,2.7025703102928,0.9179759232810
68.0000000000000,3.6795436042201,0.0138747194450,2.5174627547933,0.9318506427260
59.0000000000000,3.6850549943761,0.0120383595185,2.1842691548942,0.9438890022444
35.0000000000000,3.6905663845322,0.0071413997143,1.2957528884965,0.9510304019588
36.0000000000000,3.6960777746883,0.0073454397062,1.3327743995964,0.9583758416650
38.0000000000000,3.7015891648443,0.0077535196899,1.4068174217962,0.9661293613548
29.0000000000000,3.7071005550004,0.0059171597633,1.0736238218971,0.9720465211181
25.0000000000000,3.7126119451564,0.0051009997960,0.9255377774975,0.9771475209141
23.0000000000000,3.7181233353125,0.0046929198123,0.8514947552977,0.9818404407264
20.0000000000000,3.7236347254685,0.0040807998368,0.7404302219980,0.9859212405632
16.0000000000000,3.7291461156246,0.0032646398694,0.5923441775984,0.9891858804326
6.0000000000000,3.7346575057807,0.0012242399510,0.2221290665994,0.9904101203836
14.0000000000000,3.7401688959367,0.0028565598857,0.5183011553986,0.9932666802693
14.0000000000000,3.7456802860928,0.0028565598857,0.5183011553986,0.9961232401551
5.0000000000000,3.7511916762488,0.0010201999592,0.1851075554995,0.9971434401143
5.0000000000000,3.7567030664049,0.0010201999592,0.1851075554995,0.9981636400735
3.0000000000000,3.7622144565610,0.0006121199755,0.1110645332997,0.9987757600490
1.0000000000000,3.7677258467170,0.0002040399918,0.0370215110999,0.9989798000408
4.0000000000000,3.7732372368731,0.0008161599674,0.1480860443996,0.9997959600082
0.0000000000000,3.7787486270291,0.0000000000000,0.0000000000000,0.9997959600082
0.0000000000000,3.7842600171852,0.0000000000000,0.0000000000000,0.9997959600082
0.0000000000000,3.7897714073412,0.0000000000000,0.0000000000000,0.9997959600082
,,,,
