mean,stdev,delta,lower,higher
6.2485452028149,0.0902048237386,0.0143774804006,0.0000000000000,1.0000000000000
counts,midpoints,proportions,densities,cumulatives
1.0000000000000,5.5792664669541,0.0002040399918,0.0141916376272,0.0002040399918
0.0000000000000,5.5936439473548,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.6080214277554,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.6223989081560,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.6367763885567,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.6511538689573,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.6655313493580,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.6799088297586,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.6942863101593,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.7086637905599,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.7230412709606,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.7374187513612,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.7517962317619,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.7661737121625,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.7805511925632,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.7949286729638,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.8093061533644,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.8236836337651,0.0000000000000,0.0000000000000,0.0002040399918
0.0000000000000,5.8380611141657,0.0000000000000,0.0000000000000,0.0002040399918
1.0000000000000,5.8524385945664,0.0002040399918,0.0141916376272,0.0004080799837
0.0000000000000,5.8668160749670,0.0000000000000,0.0000000000000,0.0004080799837
0.0000000000000,5.8811935553677,0.0000000000000,0.0000000000000,0.0004080799837
0.0000000000000,5.8955710357683,0.0000000000000,0.0000000000000,0.0004080799837
0.0000000000000,5.9099485161690,0.0000000000000,0.0000000000000,0.0004080799837
0.0000000000000,5.9243259965696,0.0000000000000,0.0000000000000,0.0004080799837
1.0000000000000,5.9387034769703,0.0002040399918,0.0141916376272,0.0006121199755
2.0000000000000,5.9530809573709,0.0004080799837,0.0283832752544,0.0010201999592
2.0000000000000,5.9674584377716,0.0004080799837,0.0283832752544,0.0014282799429
3.0000000000000,5.9818359181722,0.0006121199755,0.0425749128817,0.0020403999184
5.0000000000000,5.9962133985728,0.0010201999592,0.0709581881361,0.0030605998776
6.0000000000000,6.0105908789735,0.0012242399510,0.0851498257633,0.0042848398286
13.0000000000000,6.0249683593741,0.0026525198939,0.1844912891538,0.0069373597225
19.0000000000000,6.0393458397748,0.0038767598449,0.2696411149171,0.0108141195674
26.0000000000000,6.0537233201754,0.0053050397878,0.3689825783077,0.0161191593552
32.0000000000000,6.0681008005761,0.0065292797388,0.4541324040710,0.0226484390941
60.0000000000000,6.0824782809767,0.0122423995103,0.8514982576331,0.0348908386044
68.0000000000000,6.0968557613774,0.0138747194450,0.9650313586508,0.0487655580494
105.0000000000000,6.1112332417780,0.0214241991430,1.4901219508579,0.0701897571924
130.0000000000000,6.1256107221787,0.0265251989390,1.8449128915384,0.0967149561314
